timestamp,sentence
2022-11-10 15:42:00,"Alibaba, JD.com, and Other Chinese Stocks Rally Amid Covid Rule Rumors. China Denies It’s Easing Restrictions."
2022-11-10 06:48:00,Alibaba and Nio among Chinese stocks surging as hopes build for country’s reopening
2022-11-07 10:16:00,"Alibaba stock drops toward 6 1/2-year low, as weak data in China clips U.S. shares of China-based companies"
2022-11-07 09:22:00,Why China’s party congress left investors feeling gloomy
2022-11-06 18:12:00,Chinese Stocks Look Cheap. But Bargain Hunters Risk Losing Big.
2022-11-04 16:36:00,"Alibaba, JD, Baidu, and NIO Sink as China Tech Stocks Follow U.S. Selloff"
2022-11-04 06:00:00,"It looks like China’s Xi ‘installed a war cabinet’ and removed the reformers, says Kyle Bass"
2022-11-01 11:27:00,Beijing Battered China’s Stock Market. Here’s How to Play It.
2022-11-01 10:17:00,Why investors are fleeing Chinese assets as Xi tightens grip on power
2022-11-01 08:29:00,Chinese Stocks Are a Screaming Bargain. Don’t Buy Them.
2022-10-31 07:53:00,Chinese Stocks Stagnant After Monday’s Plunge
2022-10-29 11:31:00,"Xi’s power move punishes Chinese stocks, pushing them down as much as 26% in one day"
2022-10-29 08:25:00,Las Vegas Sands and Wynn Are Falling. Xi’s Third Term Makes Investors Fold.
2022-10-28 08:43:00,"Alibaba, Tencent, and Other Chinese Stocks Are in Free Fall. It’s About Xi Jinping."
2022-10-26 09:14:00,Hong Kong stocks suffer worst single-day rout since 2008 as Xi consolidates power
2022-10-26 08:54:00,"Nio’s stock dives below $10, Alibaba hits 6½-year low as Xi’s power move fuels fears"
2022-10-25 09:44:00,President Xi Consolidates Power in China. Investors Are Running Scared.
2022-10-25 09:08:00,China’s GDP Growth Exceeds Expectations. Markets Aren’t Reassured.
